shop,userid,userinfo,rating,date,photos,username,language,text
the-new-black-singapore-2,sZ3mumX9WjJqp6qrjPPUBQ,"{'link': '/user_details?userid=sZ3mumX9WjJqp6qrjPPUBQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/vkK0cdXCsEuqN3hIg_Wbxw/180s.jpg 3.00x', 'markupDisplayName': 'Mathias H.', 'displayLocation': 'Stockholm, Sweden', 'altText': 'Mathias H.', 'userUrl': '/user_details?userid=sZ3mumX9WjJqp6qrjPPUBQ', 'partnerAlias': None, 'friendCount': 237, 'photoCount': 2803, 'reviewCount': 932, 'eliteYear': None}",5,1/1/2016,[],Mathias H.,en,This small branch of the New Black has the same set-up as the other branch so there are numerous roasters from around the world to select from and the coffees are made on the steampunk. The quality here is as good as in the other location but it is clearly mainly for the people working in Centennial tower as there is not a single seat here and there is also no real clear signs anywhere as to where it is (it is at the entrance of Centennial Tower) but still a good place to pick up a coffee if you are shopping in the mall next door.<br&gt;<br&gt;Staff are also friendly and if you come outside the morning or lunch rush they usually have a lot time to chat about the coffees and they also showed my the settings on the steampunk and how to adjust and make the coffees. It does not get much better as a take away coffee place.
ya-kun-kaya-toast-singapore-42,t5rLW0S6zhXQT-AjtSmPBA,"{'link': '/user_details?userid=t5rLW0S6zhXQT-AjtSmPBA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/5C2WoIgF85XH1fZBVaB6dg/180s.jpg 3.00x', 'markupDisplayName': 'Neelu Y.', 'displayLocation': 'Moorpark, CA', 'altText': 'Neelu Y.', 'userUrl': '/user_details?userid=t5rLW0S6zhXQT-AjtSmPBA', 'partnerAlias': None, 'friendCount': 372, 'photoCount': 721, 'reviewCount': 546, 'eliteYear': 2022}",5,4/29/2022,[],Neelu Y.,en,"Ya Kun Kaya makes some of the best kaya that I&amp;#39;ve had. I always have to stop by and pick up a few jars before leaving Singapore. They make for great gifts, and my friends always ask me to bring some back with me when I visit. This location is within the Food Village in Takashimaya SC."
ya-kun-kaya-toast-singapore-42,XYk552OWzrYviwebRCgEJA,"{'link': '/user_details?userid=XYk552OWzrYviwebRCgEJA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/pQqkd2yMTvcpm-CzDoVSQw/180s.jpg 3.00x', 'markupDisplayName': 'Rich H.', 'displayLocation': 'East Bay, CA', 'altText': 'Rich H.', 'userUrl': '/user_details?userid=XYk552OWzrYviwebRCgEJA', 'partnerAlias': None, 'friendCount': 28, 'photoCount': 1578, 'reviewCount': 100, 'eliteYear': None}",4,5/21/2019,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/ialwmfqe3PaPcn3rRKZMYw/300s.jpg', 'link': '/biz_photos/ya-kun-kaya-toast-singapore-42?reviewid=9ru6C-1hCIW11MAP-8EFyQ&amp;select=ialwmfqe3PaPcn3rRKZMYw', 'altText': 'Photo of Ya Kun Kaya Toast - Singapore, Singapore. Good Coffee-&amp;#34;Take Away&amp;#34; (To Go)', 'width': 300, 'height': 300, 'caption': 'Good Coffee-""Take Away"" (To Go)'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/LfSSFEft5dpVM4GrRmlYRw/300s.jpg', 'link': '/biz_photos/ya-kun-kaya-toast-singapore-42?reviewid=9ru6C-1hCIW11MAP-8EFyQ&amp;select=LfSSFEft5dpVM4GrRmlYRw', 'altText': 'Photo of Ya Kun Kaya Toast - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}]",Rich H.,en,My favorite coffee in Singapore! Coffee is prepared for each individual cup. Great flavor &amp;amp; aroma! They&amp;#39;re busy but staff is efficient. Located in the Food Village of Takashimaya SC.
ten-cafe-singapore,Wfra9H6vsNUxx-yFLCgWbQ,"{'link': '/user_details?userid=Wfra9H6vsNUxx-yFLCgWbQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/ScgP89HZi5sa-xgxYev2Mg/180s.jpg 3.00x', 'markupDisplayName': 'Adhir K.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Adhir K.', 'userUrl': '/user_details?userid=Wfra9H6vsNUxx-yFLCgWbQ', 'partnerAlias': None, 'friendCount': 5, 'photoCount': 57, 'reviewCount': 9, 'eliteYear': None}",4,6/12/2014,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/I6qakBvwTg_-soVU-eEeIQ/300s.jpg', 'link': '/biz_photos/ten-cafe-singapore?reviewid=i7NrevWiPhGQHm3L3QFbUw&amp;select=I6qakBvwTg_-soVU-eEeIQ', 'altText': 'Photo of TEN Cafe - Singapore, Singapore. Entrance to the cafe', 'width': 300, 'height': 300, 'caption': 'Entrance to the cafe'}]",Adhir K.,en,"This place is mostly for office-goers around the Harbourfront Towers and the cafe is open from Monday to Friday 7:30 AM to 6:30 PM and closed on Sat/Sun/PH. <br&gt;The usual Tea/Coffee are available along with soft drinks. Breakfast features Bee Hoon Noodles, Pau and a wide assortment of sandwiches containing Tuna, Egg-Mayo, Salami or a combinations of these with either Brown bread or regular bread. <br&gt;There&amp;#39;s sitting place also although most people take-away breakfast and drinks before going to office. <br&gt;The Quality is good. Although a little pricey, but quite convenient as it&amp;#39;s the nearest place for Harbourfront Towers people for snacks."
tai-hwa-coffee-stall-singapore,V_JBfN8Y6d6DkNsJVXVUtQ,"{'link': '/user_details?userid=V_JBfN8Y6d6DkNsJVXVUtQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/7rsZbino1CRZC6xYie6RjA/180s.jpg 3.00x', 'markupDisplayName': 'Debbie P.', 'displayLocation': 'Seattle, WA', 'altText': 'Debbie P.', 'userUrl': '/user_details?userid=V_JBfN8Y6d6DkNsJVXVUtQ', 'partnerAlias': None, 'friendCount': 497, 'photoCount': 2502, 'reviewCount': 492, 'eliteYear': 2022}",5,3/5/2018,[],Debbie P.,en,"That Coffee C was crack!!!  It was our first day in Singapore and we were roaming around the hawker stalls in Chinatown.  Needless to say, I was told by one of my buddies to try Coffee C.  We saw this line around a small hawker stand - not for food, but for coffee and tea!  We needed a pick-me up, so we stood in line with everyone else!  They were doing that cool pulled coffee thing as part of it&amp;#39;s preparation - I don&amp;#39;t really know if it has purpose to add flavor or aerate the coffee, but it&amp;#39;s definitely cool to watch.  It was also a bargain at 1.10 SGD (basically less than 1 USD)!  There were other offerings (tea, sugar cane juice, bread), but we just needed that Coffee C and in one sip, I was hooked!"
lupicia-singapore,CZQUtmO5NIY-bZWkCqHeJg,"{'link': '/user_details?userid=CZQUtmO5NIY-bZWkCqHeJg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/9WFYxE1T8kIUr--FTBlGgQ/180s.jpg 3.00x', 'markupDisplayName': 'CeCe C.', 'displayLocation': 'Mountain View, CA', 'altText': 'CeCe C.', 'userUrl': '/user_details?userid=CZQUtmO5NIY-bZWkCqHeJg', 'partnerAlias': None, 'friendCount': 1121, 'photoCount': 780, 'reviewCount': 846, 'eliteYear': 2022}",4,3/8/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/jggFv5SuWICMWFWwG97Hrw/300s.jpg', 'link': '/biz_photos/lupicia-singapore?reviewid=G-ATihvVuNb_v-o57aE_fQ&amp;select=jggFv5SuWICMWFWwG97Hrw', 'altText': 'Photo of Lupicia - Singapore, Singapore. Calamansi (Singapore limited edition)', 'width': 300, 'height': 300, 'caption': 'Calamansi (Singapore limited edition)'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/kELWb0jHEc9m281kTthA3g/300s.jpg', 'link': '/biz_photos/lupicia-singapore?reviewid=G-ATihvVuNb_v-o57aE_fQ&amp;select=kELWb0jHEc9m281kTthA3g', 'altText': 'Photo of Lupicia - Singapore, Singapore. Fan Dance (chinese new year edition)', 'width': 300, 'height': 300, 'caption': 'Fan Dance (chinese new year edition)'}]",CeCe C.,en,"Singapore limited edition tea: Calamansi (best served cold)<br&gt;<br&gt;I&amp;#39;ve been to almost all of the Lupicia tea shops (except Taiwan, Australia, and a few stores in Japan). This one in Singapore is inside the Great City Mall! It&amp;#39;s a bit small compared to the Paris and Honolulu ones! But the staff was really helpful and friendly as always! I sampled the Calamansi tea since it&amp;#39;s the only one you can get at the Singapore Lupicia! It was like drinking hot lime tea! lol! The staff recommended serving it cold like an iced tea! I bought a tin of the Calamansi and a box of the Fan Dance (Chinese New Year edition) all for about $29USD!<br&gt;<br&gt;If you&amp;#39;re into finding exclusive Lupicia teas, I also recommend visiting the Isetan Drymarket on Scotts Road. The store is a bit hidden on the Sports Level. But they have exclusive Lupicia teas (Spice Garden, Durian Green, Miss Vanda, Royal Bandung) made just for Isetan Singapore!!! A neat find! :)"
tianns-bakery-singapore,X8iuTWYz3zToT4RWa7aBUQ,"{'link': '/user_details?userid=X8iuTWYz3zToT4RWa7aBUQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/pYHyezAZKWds8Aggf4gcng/180s.jpg 3.00x', 'markupDisplayName': 'Kee Vin H.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Kee Vin H.', 'userUrl': '/user_details?userid=X8iuTWYz3zToT4RWa7aBUQ', 'partnerAlias': None, 'friendCount': 50, 'photoCount': 9827, 'reviewCount': 82, 'eliteYear': 2022}",5,11/1/2015,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/wHenwAxNfU_Tt5ffcffC2Q/180s.jpg', 'link': '/biz_photos/tianns-bakery-singapore?reviewid=DALq7Dn_SQFsW-eMBgtnGA&amp;select=wHenwAxNfU_Tt5ffcffC2Q', 'altText': ""Photo of Tiann's Bakery - Singapore, Singapore"", 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/KXqDffE2XNqQbQPF2bXUgA/180s.jpg', 'link': '/biz_photos/tianns-bakery-singapore?reviewid=DALq7Dn_SQFsW-eMBgtnGA&amp;select=KXqDffE2XNqQbQPF2bXUgA', 'altText': ""Photo of Tiann's Bakery - Singapore, Singapore. Interior"", 'width': 180, 'height': 180, 'caption': 'Interior'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/BOtMA2Hra0L7jP2I0zlVoQ/180s.jpg', 'link': '/biz_photos/tianns-bakery-singapore?reviewid=DALq7Dn_SQFsW-eMBgtnGA&amp;select=BOtMA2Hra0L7jP2I0zlVoQ', 'altText': ""Photo of Tiann's Bakery - Singapore, Singapore. Confectionery"", 'width': 180, 'height': 180, 'caption': 'Confectionery'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/tiZajvq_OTryisKIiIwRCQ/180s.jpg', 'link': '/biz_photos/tianns-bakery-singapore?reviewid=DALq7Dn_SQFsW-eMBgtnGA&amp;select=tiZajvq_OTryisKIiIwRCQ', 'altText': ""Photo of Tiann's Bakery - Singapore, Singapore. Cutlery &amp;amp; free water"", 'width': 180, 'height': 180, 'caption': 'Cutlery &amp; free water'}]",Kee Vin H.,en,"This is the new kid on the block. This quaint little cafe is located directly opposite Tiong Bahru market along a row of shophouses. It gives everyone a healthy option offering raw, gluten free, sugar free, MSG free,  confectionery items.<br&gt;<br&gt;Upon entering, on the left you are faced with their counter of cakes &amp;amp; quiches, followed by the ice cream section and coffee maker. <br&gt;<br&gt;On the right are some shelves displaying their chia seeds, raw honey, organic maple syrup, coffee beans, and even an old film camera. They are also carrying Keep Cups of various designs and colours.<br&gt;<br&gt;The seating area is right inside on the right. There are 2 big long wooden tables for larger groups. These tables are sometimes used for their workshops as well. Further in at the back at a few smaller 4 seater wooden tables. Facing the long wooden tables there are glass panels where you can peek into the preparation and baking area where you can see the staff going about making the various food items.<br&gt;<br&gt;Immediately after this area is a small swing door on the left that leads to the washroom.  <br&gt;<br&gt;The gula melaka ice cream is wonderful &amp;amp; smooth. Try and eat the other lighter stuff first before you chomp down on this so your taste buds dont get overwhelmed by the gula melaka.  And the banana bread cake goes very well with it! <br&gt;<br&gt;The mango maple cake tastes very light with big mango chunks. Somehow I keep thinking of having a scoop of ice cream with the cakes here!<br&gt;<br&gt;Will be going back to try the rest of their food. :)"
tianns-bakery-singapore,z3rhU8TNU3fpR-Z9XlmBCA,"{'link': '/user_details?userid=z3rhU8TNU3fpR-Z9XlmBCA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/xmYyQLe9PjhXGN-oByTdbg/180s.jpg 3.00x', 'markupDisplayName': 'Lacyeloo W.', 'displayLocation': 'Sebastopol, CA', 'altText': 'Lacyeloo W.', 'userUrl': '/user_details?userid=z3rhU8TNU3fpR-Z9XlmBCA', 'partnerAlias': None, 'friendCount': 262, 'photoCount': None, 'reviewCount': 38, 'eliteYear': None}",5,1/7/2019,[],Lacyeloo W.,en,"I found this place first thing after arriving in Singapore. One of the top 3 reasons I come to Singapore is food. I want to eat everything, everywhere. But... even though I&amp;#39;m just here for 4 days, I&amp;#39;m  returning to Tianns. It&amp;#39;s just that good. I&amp;#39;m surprised how difficult it is to find gluten-free food in this city! Tianns does a great job of supporting us celiacs in a way that still allows us to be foodies. Good job Tianns!"
tianns-bakery-singapore,7idhsRlWXOeM2cwgXuMf3Q,"{'link': '/user_details?userid=7idhsRlWXOeM2cwgXuMf3Q', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/hZMFE46BFbGhnARmM8tyXg/180s.jpg 3.00x', 'markupDisplayName': 'Julien B.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Julien B.', 'userUrl': '/user_details?userid=7idhsRlWXOeM2cwgXuMf3Q', 'partnerAlias': None, 'friendCount': 3, 'photoCount': 93, 'reviewCount': 30, 'eliteYear': None}",4,9/7/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/h20b3YipVl0fV7-YxcP5YQ/300s.jpg', 'link': '/biz_photos/tianns-bakery-singapore?reviewid=Q_N9NF_bQp7KPoxKJYFJ_Q&amp;select=h20b3YipVl0fV7-YxcP5YQ', 'altText': ""Photo of Tiann's Bakery - Singapore, Singapore. Espresso"", 'width': 300, 'height': 300, 'caption': 'Espresso'}]",Julien B.,en,Another TB coffee shop but there is something good about the vibe here mostly due to the very friendly staff. I stop here often for an espresso before venturing out in town. The Banana bread is good (not to &amp;#34;banany&amp;#34;).
tianns-bakery-singapore,0C9CA8LBJHgpC5zX0wY_RA,"{'link': '/user_details?userid=0C9CA8LBJHgpC5zX0wY_RA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Yelper 2.', 'displayLocation': 'Danville, CA', 'altText': 'Yelper 2.', 'userUrl': '/user_details?userid=0C9CA8LBJHgpC5zX0wY_RA', 'partnerAlias': None, 'friendCount': 4, 'photoCount': 7, 'reviewCount': 141, 'eliteYear': None}",4,10/31/2017,[],Yelper 2.,en,"We tried the waffles, bread and cottage pie all of which were superb. <br&gt;The savory muffin was a bit of a let down - quite dry and flavor less even with the egg inside.<br&gt;<br&gt;A couple of things they need to get right:<br&gt;1) portion size: for the hefty amount they are charging, the food portions are very, very small. I get that they are unique and a gluten free bakery is a rarity in Singapore, but that does not give them the right to rip off folks. <br&gt;<br&gt;2) lattes are not hot enough, even though the flavor is superb for almond milk latte.<br&gt;<br&gt;3) seating: I wish they&amp;#39;d have more cushiony seating. We came with different people in separate occasions and everyone complained of sore backs and bottoms after a longish brunch.<br&gt;<br&gt;4) lack of customizations: they are totally inflexibleif you want to make minor changes and swaps to the menu. For example, we tried changing a sauce and a side on two separate occasions and once we were simply denied whole another time we were able to get it with a lot of back and forth discussion and eventually paying extra even though we didn&amp;#39;t take the first sauce. This makes no sense and shows the staff&amp;#39;s ineptitude in handling questions.<br&gt;<br&gt;All in all if you&amp;#39;re REALLY wanting some gluten free treats and don&amp;#39;t mind spending a pretty penny for good food with frustrating service, go for it."
