shop,userid,userinfo,rating,date,photos,username,language,text
cafe-kreams-singapore,OkqwWLVmZjDkhGvbOxm7ow,"{'link': '/user_details?userid=OkqwWLVmZjDkhGvbOxm7ow', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/17mwP2TsQ3jGeLkRlakP2A/180s.jpg 3.00x', 'markupDisplayName': 'Kexin Y.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Kexin Y.', 'userUrl': '/user_details?userid=OkqwWLVmZjDkhGvbOxm7ow', 'partnerAlias': None, 'friendCount': 15, 'photoCount': 504, 'reviewCount': 119, 'eliteYear': 2022}",5,5/19/2022,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/vww84SUl0citUn3-tGX8Sg/180s.jpg', 'link': '/biz_photos/cafe-kreams-singapore?reviewid=UjpoDdw_KDFORedQW7_94A&amp;select=vww84SUl0citUn3-tGX8Sg', 'altText': 'Photo of CAFE KREAMS - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/-CTtLdusw0IfkX32e7g89g/180s.jpg', 'link': '/biz_photos/cafe-kreams-singapore?reviewid=UjpoDdw_KDFORedQW7_94A&amp;select=-CTtLdusw0IfkX32e7g89g', 'altText': 'Photo of CAFE KREAMS - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/K5voX3rhKCGbeUZW86Bdog/180s.jpg', 'link': '/biz_photos/cafe-kreams-singapore?reviewid=UjpoDdw_KDFORedQW7_94A&amp;select=K5voX3rhKCGbeUZW86Bdog', 'altText': 'Photo of CAFE KREAMS - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/bTxVcM3tZjeWiVms-bLZqQ/180s.jpg', 'link': '/biz_photos/cafe-kreams-singapore?reviewid=UjpoDdw_KDFORedQW7_94A&amp;select=bTxVcM3tZjeWiVms-bLZqQ', 'altText': 'Photo of CAFE KREAMS - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}]",Kexin Y.,en,"Would highly recommend whether you go for a date, to catch up with friends or just to escape the heat. <br&gt;<br&gt;It&amp;#39;s very spacious and service is on point. I thought that given how pretty it is the food / drink may not be that great but the strawberry cake was really delicious. The flavored beer is also delicious if you&amp;#39;re into beer"
nam-dae-mun-singapore,TdCeQnHVjA2FgwBnA9lx_g,"{'link': '/user_details?userid=TdCeQnHVjA2FgwBnA9lx_g', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/lRsHXmK3QqYPzizbceP2ig/180s.jpg 3.00x', 'markupDisplayName': 'David C.', 'displayLocation': 'Phoenix, AZ', 'altText': 'David C.', 'userUrl': '/user_details?userid=TdCeQnHVjA2FgwBnA9lx_g', 'partnerAlias': None, 'friendCount': 3803, 'photoCount': 1206, 'reviewCount': 210, 'eliteYear': 2022}",5,11/20/2019,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/eWiwWlnx6YKbCJxY70ng6A/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=K-rJGsAYat0mG_3i0yEI4g&amp;select=eWiwWlnx6YKbCJxY70ng6A', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore. Front of Shop', 'width': 180, 'height': 180, 'caption': 'Front of Shop'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/ZzVa3LuTomM76_jFdZTYYQ/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=K-rJGsAYat0mG_3i0yEI4g&amp;select=ZzVa3LuTomM76_jFdZTYYQ', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore. Menu', 'width': 180, 'height': 180, 'caption': 'Menu'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/WQRaf0StfBuhuvFBpckWUA/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=K-rJGsAYat0mG_3i0yEI4g&amp;select=WQRaf0StfBuhuvFBpckWUA', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore. Super Fruit Tea', 'width': 180, 'height': 180, 'caption': 'Super Fruit Tea'}]",David C.,en,"In Singapore, Tea &amp;amp; Boba Stores are a dime a dozen. &amp;#34;NAM DAE MUN&amp;#34; is an improvement of Korea&amp;#39;s century old desserts. They use less sugar, no oil, no salt, and completely rely on the freshness of ingredients for their delicious/healthy treats. This particular location had its Grand Opening this past weekend in the 313@Somerset Singapore Shopping Mall. Their menu includes Teas, Mochi, Cakes, and Ice Jelly with flavors that will blow your mind! I ordered their &amp;#34;Exclusive&amp;#34; Super Fruit Tea which consists of Guava, Dragon Fruit, Strawberry, Lemon, and Lime. Great flavors, just make sure you ask for &amp;#34;Less Ice&amp;#34; to get more tea than ice. They are still working out their kinks at this location (took 2x to make my drink, confusing checkout &amp;amp; pick-up for drink purchase) but by the time you get to try Nam Dae Mun, they will fully deliver!"
nam-dae-mun-singapore,Z88N6qly3Dp5C06XbZ9IMQ,"{'link': '/user_details?userid=Z88N6qly3Dp5C06XbZ9IMQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/_jw9PorZnSNu4oLstwXxQA/180s.jpg 3.00x', 'markupDisplayName': 'Janice C.', 'displayLocation': 'San Jose, CA', 'altText': 'Janice C.', 'userUrl': '/user_details?userid=Z88N6qly3Dp5C06XbZ9IMQ', 'partnerAlias': None, 'friendCount': 590, 'photoCount': 7140, 'reviewCount': 2393, 'eliteYear': None}",4,2/3/2020,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/VZR9CKDqya47OH1OQTioXQ/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=OZTGZxabqIXaq7FFM115-g&amp;select=VZR9CKDqya47OH1OQTioXQ', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/zDyYWhc4LQ0cj1KPYyXUKg/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=OZTGZxabqIXaq7FFM115-g&amp;select=zDyYWhc4LQ0cj1KPYyXUKg', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/6s5L2PGVtxHxv9ADswLeyg/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=OZTGZxabqIXaq7FFM115-g&amp;select=6s5L2PGVtxHxv9ADswLeyg', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore. Snow Jade Osmanthus rice cake', 'width': 180, 'height': 180, 'caption': 'Snow Jade Osmanthus rice cake'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/fFDRjdOy2OZaFGrkC4VNjA/180s.jpg', 'link': '/biz_photos/nam-dae-mun-singapore?reviewid=OZTGZxabqIXaq7FFM115-g&amp;select=fFDRjdOy2OZaFGrkC4VNjA', 'altText': 'Photo of Nam Dae Mun - Singapore, Singapore. Black sesame sticky rice', 'width': 180, 'height': 180, 'caption': 'Black sesame sticky rice'}]",Janice C.,en,"Do you know how hard it is to find a simple cupcake for my daughter&amp;#39;s birthday on Chinese New Year weekend?<br&gt;<br&gt;Hard. Even reliable chain 12 cupcakes was closed.<br&gt;<br&gt;Having been  desperate for a birthday dessert, we ended up at Nam Dae Mun since ... it was the only dessert place open on a Sunday afternoon. Judging by David C&amp;#39;s review of this place, it seemed like a safe bet. <br&gt;<br&gt;We got the Snow Jade Osmanthus cake in honor of Jade&amp;#39;s name :) as well as the Black Sesame Sticky rice cake. The osmanthus cake wasn&amp;#39;t fresh tasting and was in fact, a bit hard when we dug into it. Upon warming up in the microwave though, it was better. It has the texture of Filipino &amp;#34;puto&amp;#34; if you&amp;#39;ve had that before. I preferred the Black Sesame one and really liked the flavor of it.<br&gt;<br&gt;I also tried the signature HERME strawberry drink which came with fresh strawberries and brewed with premium high mountain tea leaves from Taiwan. It was refreshing and not too sweet since I asked for 50% sugar.<br&gt;<br&gt;Nam Dae Mun is a breath of fresh air since it offers something different in Singapore. It won&amp;#39;t replace the ubiquitous pearl drinks anytime soon, but it&amp;#39;s a welcome sight for sure."
kith-cafe-singapore-4,t5XN2Lmv_VeXRSw9YdGf_w,"{'link': '/user_details?userid=t5XN2Lmv_VeXRSw9YdGf_w', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/6hS9Q2lsqWbjSi3Sqfc7Kw/180s.jpg 3.00x', 'markupDisplayName': 'Jessica G.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Jessica G.', 'userUrl': '/user_details?userid=t5XN2Lmv_VeXRSw9YdGf_w', 'partnerAlias': None, 'friendCount': 38, 'photoCount': 1000, 'reviewCount': 319, 'eliteYear': None}",3,11/2/2017,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/sfi1kL22WPtg7YqsPOqY8w/180s.jpg', 'link': '/biz_photos/kith-cafe-singapore-4?reviewid=PQ5Tu4R8u2QU20Rso5U2AA&amp;select=sfi1kL22WPtg7YqsPOqY8w', 'altText': 'Photo of Kith Cafe - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/JdP3E_VBzmhf2lQ-B_D9ug/180s.jpg', 'link': '/biz_photos/kith-cafe-singapore-4?reviewid=PQ5Tu4R8u2QU20Rso5U2AA&amp;select=JdP3E_VBzmhf2lQ-B_D9ug', 'altText': 'Photo of Kith Cafe - Singapore, Singapore. Pepperoni Pizza', 'width': 180, 'height': 180, 'caption': 'Pepperoni Pizza'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/sUKe5nmYlOJ5bv0MYbvIgQ/180s.jpg', 'link': '/biz_photos/kith-cafe-singapore-4?reviewid=PQ5Tu4R8u2QU20Rso5U2AA&amp;select=sUKe5nmYlOJ5bv0MYbvIgQ', 'altText': 'Photo of Kith Cafe - Singapore, Singapore. Smoked Salmon Pizza', 'width': 180, 'height': 180, 'caption': 'Smoked Salmon Pizza'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/muumvVYNnzi1r7y3rgymtw/180s.jpg', 'link': '/biz_photos/kith-cafe-singapore-4?reviewid=PQ5Tu4R8u2QU20Rso5U2AA&amp;select=muumvVYNnzi1r7y3rgymtw', 'altText': 'Photo of Kith Cafe - Singapore, Singapore. Aglio Olio', 'width': 180, 'height': 180, 'caption': 'Aglio Olio'}]",Jessica G.,en,"Quite quiet on a Thursday evening. Staff are not really attentive but otherwise friendly and warm when you get their attention. <br&gt;<br&gt;Let&amp;#39;s talk about the food!<br&gt;Aglio Olio - I like their version with sun-dried tomatoes thrown in. The pasta by itself is not very tasty but if you put some bits of sun-dried tomato and garlic slices into it, each bite can be quite delightful. This came with 6 juicy plump prawns that went great with the pasta. <br&gt;<br&gt;Beef Burger - They asked for the level of &amp;#34;done-ness&amp;#34; and added they only do medium and up. So I clarified that medium rare is no no and waitress repeated &amp;#34;medium and up&amp;#34;. So we opted for medium and when the Burger arrived, we were surprised that the patty is very thick and when we cut into it, it was fairly pink. Strange for a &amp;#39;medium&amp;#39;. <br&gt;<br&gt;Smoked Salmon Pizza - Fairly generous with the salmon slices. The pizza was toped with a drizzle of avocado mayo. Interesting combo. My girl liked it enough. <br&gt;<br&gt;Pepperoni Pizza - This pizza was really covered with pepperoni slices! With such a generous coverage of meat, how not to be nice? <br&gt;<br&gt;Tiramisu - Quite a decent bowl of &amp;#34;yummy&amp;#34;! Really quite a good serving of tiramisu, not too dry nor wet, with loads of cheese. <br&gt;<br&gt;Can come back again!"
kith-cafe-singapore-4,UVUIi0q38pAvsfuEEppe0Q,"{'link': '/user_details?userid=UVUIi0q38pAvsfuEEppe0Q', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/wvF3--BoHZ9gBVZc-17JWQ/180s.jpg 3.00x', 'markupDisplayName': 'Stephen H.', 'displayLocation': 'Moret-Loing-et-Orvanne, France', 'altText': 'Stephen H.', 'userUrl': '/user_details?userid=UVUIi0q38pAvsfuEEppe0Q', 'partnerAlias': None, 'friendCount': 771, 'photoCount': 103, 'reviewCount': 3386, 'eliteYear': 2022}",4,11/8/2019,[],Stephen H.,en,"Great coffee in an excellent neighborhood, but not the best working hours."
kith-cafe-singapore-4,FF6_14nPF_MRFDHWwDasaQ,"{'link': '/user_details?userid=FF6_14nPF_MRFDHWwDasaQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/J_GkaXPx3BPC_QyOt-CUpw/180s.jpg 3.00x', 'markupDisplayName': 'Joanna T.', 'displayLocation': 'Bedok, Singapore', 'altText': 'Joanna T.', 'userUrl': '/user_details?userid=FF6_14nPF_MRFDHWwDasaQ', 'partnerAlias': None, 'friendCount': 10, 'photoCount': 30, 'reviewCount': 17, 'eliteYear': None}",1,3/18/2017,[],Joanna T.,en,"This has got to be one of the most negative reviews I have had to write in a LONG TIME. Let me first say that this review is not a reflection of the entire cafe chain but this is specifically regarding the outlet located at Spottiswoode Park road. I believe that this is a new establishment with new staff and perhaps new chef? <br&gt;<br&gt;So the husband and I were around the area and we dropped in for lunch. We were craving for pastas so we ordered: Banana bread, Pollo (Penne pasta with chicken in avocado guacamole cream), Aglio Olio with prawns and 2 x coffee (iced latte and hot mocha). <br&gt;<br&gt;For starters they got our orders wrong, hot mocha became iced mocha, that&amp;#39;s fine but when they served the banana bread... man it tasted like cardboard. It was dry and crumbly. We have definitely tasted much better banana bread. <br&gt;<br&gt;Next came the pastas...The Pollo. What&amp;#39;s supposed to be a penne pasta dish, turned out to be spaghetti. Out of courtesy, the chef should first inform the customer that they have run out of penne and if it is ok to replace it with spaghetti? The guest should not have to ask the serving staff why is this spaghetti and not penne, only to find out the kitchen ran out of it. This is NOT proper restaurant etiquette. Not to mention, the pasta dish was bland and overly creamy. <br&gt;<br&gt;Next came my Aglio Olio... I was hopeful that this would be ok since it&amp;#39;s really the easiest to make. But no, this dish was a complete disaster! The pasta is NOT completely cooked through and the taste was really bland. After 2 spoonfuls of the pasta, and 5 prawns I could not eat any further. It really was awful. Honestly, I am not sure if the chef tasted the pasta before it left the kitchen. <br&gt;<br&gt;The bill came to a whopping 60-ish dollars to which in my husband&amp;#39;s own words was, &amp;#34;a complete waste of money&amp;#34;. Needless to say we will never visit this outlet again (the millennia outlet is ok though). Anyway, if you want to visit this outlet you eat at your own risk. <br&gt;<br&gt;Ps. I originally did not even want to give this cafe a 1 star rating, but had to do so in order to post this review."
kith-cafe-singapore-4,KOtWH-KnOVs716hrxIAA7g,"{'link': '/user_details?userid=KOtWH-KnOVs716hrxIAA7g', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/GUPOyy5oKaZ_gY8a-Sjuow/180s.jpg 3.00x', 'markupDisplayName': 'Matt M.', 'displayLocation': 'Los Angeles, CA', 'altText': 'Matt M.', 'userUrl': '/user_details?userid=KOtWH-KnOVs716hrxIAA7g', 'partnerAlias': None, 'friendCount': 94, 'photoCount': 3, 'reviewCount': 18, 'eliteYear': None}",5,7/9/2017,[],Matt M.,en,"After reading the other reviews here I felt compelled to write on since my experience was nothing like either. I stopped in the first time to get a coffee while staying at a friends down the street. Service was fast and friendly and the coffee was delicious. It was a take away order so that was the extent of my experience. A few days later I stopped in to sit for breakfast and work on the computer. The server was immediately attentive, I received water, and my order was taken. Food came in a very short time. I ordered the poached eggs and avocado and a latte. The latter was exceptional and its then that I learned they source their own beans. As a coffee lover it was outstanding. My poached eggs were on a GIANT bed of mashed avocado&amp;#39;s and tomatoes and two really delicious pieces of freshly baked sourdough bread. I was pleased. If I were in America that would have been about $6 worth of delicious avocados! <br&gt;I sat near the kitchen and watched freshly baked goods come out of the oven for an hour. Everything smelled wonderful. <br&gt;<br&gt;I will definitely come back again, probably tomorrow. Pleasant vibe, good music, outdoor seating if you want, happy hour in the afternoon...<br&gt;<br&gt;Also, when people complain about price I feel its mostly their own fault. You can easily take a look at the menu and see what your in for, If you don&amp;#39;t like it, go elsewhere. There are just too many options. Its expensive to run a business. I had an amazing breakfast and a 4-shot latte for about US$15. I&amp;#39;m totally fine with that."
kith-cafe-singapore-4,sZL0ryRTYSyEocSm7zmoJw,"{'link': '/user_details?userid=sZL0ryRTYSyEocSm7zmoJw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/vuv3F8sOCNeZvbwrQz80DQ/180s.jpg 3.00x', 'markupDisplayName': 'Maybelline T.', 'displayLocation': 'London, United Kingdom', 'altText': 'Maybelline T.', 'userUrl': '/user_details?userid=sZL0ryRTYSyEocSm7zmoJw', 'partnerAlias': None, 'friendCount': 0, 'photoCount': 2, 'reviewCount': 4, 'eliteYear': None}",1,5/6/2017,[],Maybelline T.,en,"Worse service ever. Out of the four times I have been, they mess up your orders and the staff are all clueless. Go to Strangers Reunion for a better experience!"
kith-cafe-singapore-4,FX-7f2tmsDeYa1oCECi3dA,"{'link': '/user_details?userid=FX-7f2tmsDeYa1oCECi3dA', 'src': 'https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png', 'srcSet': None, 'markupDisplayName': 'Deborah E.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Deborah E.', 'userUrl': '/user_details?userid=FX-7f2tmsDeYa1oCECi3dA', 'partnerAlias': None, 'friendCount': 0, 'photoCount': None, 'reviewCount': 10, 'eliteYear': None}",1,4/14/2017,[],Deborah E.,en,"Loved Kith in Sentosa. So was interested to give Spottiswode a try. Outside was promising. Inside, all the charm of a cafeteria. Three orders--pancakes came up reasonably quickly. But eggs benedict took more than 25 minutes longer to arrive. Bread was rock hard. Bacon also overcooked. Eggs were rubbery. Sauce was barely drizzled on top. The final insult was the price. This was not cheap at all. We will not be back."
artisan-boulangerie-co-singapore-7,vitGJPiVQ0rROi6CAa0Gpg,"{'link': '/user_details?userid=vitGJPiVQ0rROi6CAa0Gpg', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/7ciQc_0Lt77G_irFLZjqyQ/180s.jpg 3.00x', 'markupDisplayName': 'Paige H.', 'displayLocation': 'New York, NY', 'altText': 'Paige H.', 'userUrl': '/user_details?userid=vitGJPiVQ0rROi6CAa0Gpg', 'partnerAlias': None, 'friendCount': 354, 'photoCount': None, 'reviewCount': 29, 'eliteYear': None}",4,7/7/2015,[],Paige H.,en,"Perhaps people typically think of ABC for breakfast or lunch, but my husband and I went last night for dinner and had a fabulous experience!  Weekday evenings (after 5pm), there is a supplemental menu of specials, with drinks, small plates and desserts each for $9. We ordered an appetizer of risotto balls, and two main course salads, along with a glass of wine for me and a beer for him.<br&gt;The food was delicious - the salads fresh and crispy, with high quality ingredients and generous dressings.  They came with a complimentary bread basket which is always appreciated- especially in Singapore where it&amp;#39;s so rare.  The risotto balls were served hot and chewy with an ample side of dipping sauce - each item we ordered is something I&amp;#39;d certainly order again.<br&gt;Best of all was the service.  We were pleasantly surprised to find that the servers offered us a complimentary pear and almond tarte for dessert  - truly delicious, and a coupon to use for a free item off the $9 small plates/drinks menu next time we come back.  We were truly impressed with the customer service and will absolutely be back!"
