shop,userid,userinfo,rating,date,photos,username,language,text
four-seasons-singapore-2,a7y3gCq9Vwv89NRtUTtyJw,"{'link': '/user_details?userid=a7y3gCq9Vwv89NRtUTtyJw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/NoKzmVPde23CdGON-7GkcA/180s.jpg 3.00x', 'markupDisplayName': 'Cindy Q.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Cindy Q.', 'userUrl': '/user_details?userid=a7y3gCq9Vwv89NRtUTtyJw', 'partnerAlias': None, 'friendCount': 135, 'photoCount': 2151, 'reviewCount': 147, 'eliteYear': None}",4,1/27/2019,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/oBg9oWUXsTxRaytU3ZPh3w/300s.jpg', 'link': '/biz_photos/four-seasons-singapore-2?reviewid=eZz1Z2o8aUq_G8ixiUuOhw&amp;select=oBg9oWUXsTxRaytU3ZPh3w', 'altText': 'Photo of Four Seasons - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}]",Cindy Q.,en,"Simple consistent food. Sets are mostly $4.70 and come with 2 soft boiled eggs and a drink. Mains include kaya toast (4 square pieces), French toast, soft bun or egg baguette.<br&gt;<br&gt;I&amp;#39;ve tried them all and they are worth the price. The kaya here is thick and I do ask for a little extra for my French toast sometimes.<br&gt;<br&gt;You get a bigger cup of tea when it&amp;#39;s takeaway but often less thick.<br&gt;<br&gt;The eggs are always nicely done but.. They often take very long to be served!<br&gt;<br&gt;Staff are pleasant."
four-seasons-singapore-2,wuRI6NhRB6cUWERRmcvOMQ,"{'link': '/user_details?userid=wuRI6NhRB6cUWERRmcvOMQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/B0mdIIE4drzHGQ5BlNL4GA/180s.jpg 3.00x', 'markupDisplayName': 'Fern O.', 'displayLocation': 'Bencoolen, Singapore, Singapore', 'altText': 'Fern O.', 'userUrl': '/user_details?userid=wuRI6NhRB6cUWERRmcvOMQ', 'partnerAlias': None, 'friendCount': 45, 'photoCount': 2261, 'reviewCount': 103, 'eliteYear': None}",4,6/23/2013,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/sQgiTRcvwISspWcvxjp2Uw/180s.jpg', 'link': '/biz_photos/four-seasons-singapore-2?reviewid=_r-62RcLIyxsEXe_VBNlWg&amp;select=sQgiTRcvwISspWcvxjp2Uw', 'altText': 'Photo of Four Seasons - Singapore, Singapore. Kopi o', 'width': 180, 'height': 180, 'caption': 'Kopi o'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/wiUhRpghjUHaye86BDIUMQ/180s.jpg', 'link': '/biz_photos/four-seasons-singapore-2?reviewid=_r-62RcLIyxsEXe_VBNlWg&amp;select=wiUhRpghjUHaye86BDIUMQ', 'altText': 'Photo of Four Seasons - Singapore, Singapore. Half boiled eggs', 'width': 180, 'height': 180, 'caption': 'Half boiled eggs'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/uDqkMDrBxjiuqokP0UoCzw/180s.jpg', 'link': '/biz_photos/four-seasons-singapore-2?reviewid=_r-62RcLIyxsEXe_VBNlWg&amp;select=uDqkMDrBxjiuqokP0UoCzw', 'altText': 'Photo of Four Seasons - Singapore, Singapore. Kaya toast', 'width': 180, 'height': 180, 'caption': 'Kaya toast'}]",Fern O.,en,"This little coffee and breakfast place has been here for more than 5 years. Run by a group of aunties who are always cheerful and efficient. The coffee is your traditional kopi tiam coffee, strong enough to stand a spoon in. The spanking new  ya  ku which opened up a couple of doors down can&amp;#39;t match this kopi-o for strength and flavour or price."
ya-kun-family-cafe-singapore,1wWXchH7yRlFCxfC4dkQnA,"{'link': '/user_details?userid=1wWXchH7yRlFCxfC4dkQnA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/HocERUa91xK5uy9jZdGELQ/180s.jpg 3.00x', 'markupDisplayName': 'Christine L.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Christine L.', 'userUrl': '/user_details?userid=1wWXchH7yRlFCxfC4dkQnA', 'partnerAlias': None, 'friendCount': 10, 'photoCount': 361, 'reviewCount': 274, 'eliteYear': None}",4,8/12/2012,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/qGk-kDvzvmIWMt51Szb-yg/300s.jpg', 'link': '/biz_photos/ya-kun-family-cafe-singapore?reviewid=evI7nd4XD3D82o7mBke0rw&amp;select=qGk-kDvzvmIWMt51Szb-yg', 'altText': 'Photo of Ya Kun Family Cafe - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': ''}]",Christine L.,en,"I&amp;#39;ve got to have my soft-boiled eggs at least once a week. Sometimes I boil it myself at home, but I can never mimic successfully the way Ya Kun does their eggs. Apparently, neither can many kopitiams or similar kopi-and-toast chains.<br&gt;<br&gt;Try watching how the staff do it. Or time them if you can. Is it the way the boiling water keeps running or the huge container of boiling water with the exact volume or the rotation of boiling water and cold water mixed? No idea. <br&gt;<br&gt;Their eggs are perfection. Bouncy, glistening, firm but with runny insides. This outlet at Toa Payoh has got a mini &amp;#39;al fresco&amp;#39; section, you can choose to sit outside if the weather&amp;#39;s fine and you find it too cramped inside. I&amp;#39;ve ordered Milo in the mornings a few times, they make it SINFULLY thick and sweet, which is a perfect accompaniment to the eggs."
odd-one-out-singapore,g1NJuxQ6PL2Q4LKwWfQnew,"{'link': '/user_details?userid=g1NJuxQ6PL2Q4LKwWfQnew', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/El8RLBB7noA5SJLX8dt6dw/180s.jpg 3.00x', 'markupDisplayName': 'Craig W.', 'displayLocation': 'McKinney, TX', 'altText': 'Craig W.', 'userUrl': '/user_details?userid=g1NJuxQ6PL2Q4LKwWfQnew', 'partnerAlias': None, 'friendCount': 3, 'photoCount': 13, 'reviewCount': 25, 'eliteYear': None}",3,6/15/2017,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/dxc21k6CZD0AKxCgzCnOXw/300s.jpg', 'link': '/biz_photos/odd-one-out-singapore?reviewid=ch1SoFt8DwmkLWwXC3JljQ&amp;select=dxc21k6CZD0AKxCgzCnOXw', 'altText': 'Photo of Odd One Out - Singapore, Singapore', 'width': 300, 'height': 300, 'caption': None}]",Craig W.,en,"I have passed this place several times in the evening and it was always crowded.  I was able to stop by for lunch and several pints today. <br&gt;<br&gt;1. Great people watching spot if that is your thing.  It&amp;#39;s not mine. <br&gt;<br&gt;2. I ordered the chili crab spaghetti; it&amp;#39;s got a small kick to it. I enjoyed it for what it&amp;#39;s worth and would order it again.  If your sensitive to heat maybe you can order it without  but what&amp;#39;s the point?  <br&gt;<br&gt;3. Service was very friendly with all the staff I encountered. BUT. yup, there is one.  No one checked on me until I had to ask for a refill. My empty bowl became a second entity for the table. Even after my first refill, I had to call someone over for another.   Oh and for my drinks, there are no free refills.  <br&gt;<br&gt;Would I come back? Sure. Only if I have time to lose.  Service speed is really slow. The open bar patio area is great for a crosswind; which one can really appreciate in Singapore."
toast-box-singapore-51,Y4UyTU6qKd2-WdRf724QjQ,"{'link': '/user_details?userid=Y4UyTU6qKd2-WdRf724QjQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/GDJ__dP4YIRJxf0t_NPAGg/180s.jpg 3.00x', 'markupDisplayName': 'Edward N.', 'displayLocation': 'Daly City, CA', 'altText': 'Edward N.', 'userUrl': '/user_details?userid=Y4UyTU6qKd2-WdRf724QjQ', 'partnerAlias': None, 'friendCount': 119, 'photoCount': 1747, 'reviewCount': 190, 'eliteYear': 2022}",4,11/26/2019,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/-b-A4FKqXXVYPE7oTZNdvA/180s.jpg', 'link': '/biz_photos/toast-box-singapore-51?reviewid=yE4jMHZkYCvpVGhv539zlg&amp;select=-b-A4FKqXXVYPE7oTZNdvA', 'altText': 'Photo of Toast Box - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/O_8uuhcR5T8AZEPZmLhzAQ/180s.jpg', 'link': '/biz_photos/toast-box-singapore-51?reviewid=yE4jMHZkYCvpVGhv539zlg&amp;select=O_8uuhcR5T8AZEPZmLhzAQ', 'altText': 'Photo of Toast Box - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/J1kxsY_Cv4VnoiuWIJO5aA/180s.jpg', 'link': '/biz_photos/toast-box-singapore-51?reviewid=yE4jMHZkYCvpVGhv539zlg&amp;select=J1kxsY_Cv4VnoiuWIJO5aA', 'altText': 'Photo of Toast Box - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/VW3Hi0alwueNM2vvkzuQKA/180s.jpg', 'link': '/biz_photos/toast-box-singapore-51?reviewid=yE4jMHZkYCvpVGhv539zlg&amp;select=VW3Hi0alwueNM2vvkzuQKA', 'altText': 'Photo of Toast Box - Singapore, Singapore', 'width': 180, 'height': 180, 'caption': None}]",Edward N.,en,"Stayed at V Hotel across the street and decided to stop by for breakfast. It was the only restaurant nearby that had a line out the door so I decided to give it a try. <br&gt;<br&gt;You queue up and order your food first. They&amp;#39;ll make you your drinks right a way and give you a buzzer to let you know when you&amp;#39;re good is ready. My group of 3 ordered 3 of the specials and we enjoyed them all. All the food seemed high quality. The laksa was really good with a tasty broth. <br&gt;<br&gt;It gets pretty busy around 7-8am, but the line dies around 9am. Seating wasn&amp;#39;t too bad, not much of a wait. Toast box is a must try when you&amp;#39;re in Singapore."
marriott-café-singapore-2,Aq1mWb2K3b-Rpko5HG5TSw,"{'link': '/user_details?userid=Aq1mWb2K3b-Rpko5HG5TSw', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/ab9Q7oeDptpmTSG4m6dUDg/180s.jpg 3.00x', 'markupDisplayName': 'Scott L.', 'displayLocation': 'Alameda, CA', 'altText': 'Scott L.', 'userUrl': '/user_details?userid=Aq1mWb2K3b-Rpko5HG5TSw', 'partnerAlias': None, 'friendCount': 589, 'photoCount': 2701, 'reviewCount': 827, 'eliteYear': 2022}",4,11/6/2018,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/0xturm3DybkNT4QZUXW_PA/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=1nBmVwDK8uJHlrgGYyrX5g&amp;select=0xturm3DybkNT4QZUXW_PA', 'altText': 'Photo of Marriott Café - Singapore, Singapore. Other Dinner Choices', 'width': 180, 'height': 180, 'caption': 'Other Dinner Choices'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/T4HEzz0cx4IpP2Zt4yta7Q/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=1nBmVwDK8uJHlrgGYyrX5g&amp;select=T4HEzz0cx4IpP2Zt4yta7Q', 'altText': 'Photo of Marriott Café - Singapore, Singapore. Snake Fruit - Peeled, Sectioned, Don&amp;#39;t eat the two large seeds, tastes like a pear with a tinge of garlic', 'width': 180, 'height': 180, 'caption': ""Snake Fruit - Peeled, Sectioned, Don't eat the two large seeds, tastes like a pear with a tinge of garlic""}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/f882x4sGJuSHm4IkXqH6Jg/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=1nBmVwDK8uJHlrgGYyrX5g&amp;select=f882x4sGJuSHm4IkXqH6Jg', 'altText': 'Photo of Marriott Café - Singapore, Singapore. Seafood Buffet', 'width': 180, 'height': 180, 'caption': 'Seafood Buffet'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/fDUw14eAa9W3R0bPZg7amA/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=1nBmVwDK8uJHlrgGYyrX5g&amp;select=fDUw14eAa9W3R0bPZg7amA', 'altText': 'Photo of Marriott Café - Singapore, Singapore. Snake Fruit - Peel and Eat', 'width': 180, 'height': 180, 'caption': 'Snake Fruit - Peel and Eat'}]",Scott L.,en,"When traveling in Asia, breakfast is the Bomb as you get to eat stuff that Westerners would classify as lunch or dinner food along with your typical Western breakfast.  Breakfast is generally included in most hotel rates or you can look for packages that include breakfast.<br&gt;<br&gt;Why a hotel breakfast?  You start your work or travel day with energy, you generally know the quality will be high and consistent on a daily basis, you don&amp;#39;t have to travel far - generally downstairs, you don&amp;#39;t have time to go searching for a cafe or diner.....yep, all of my excuses to stay lazy and in the hotel for breakfast.<br&gt;<br&gt;Multiple dining sections in this Cafe, some tables with booths, some indoor and some outdoor.  Service is consistent and attentive.  Take Away (Singapore for &amp;#34;to go&amp;#34;) available on a hot tea, cappuccino, or latte which is included with your buffet breakfast if you need that extra kick.<br&gt;<br&gt;Typical choices: <br&gt;<br&gt;Western Station - Cook to Order Omelettes or Eggs, Pancakes /Waffles/French Toast, Bacon, Ham, Cold Deli Meats, Yogurts, Baked Goods, Salad, Fresh Fruit, Juices<br&gt;<br&gt;Asian Section - Noodle Bowls, Porridge or Congee Bar, Rice with a Meat &amp;amp; Gravy or Sauce, Naan, ..  I love the Asian choices as I get to have lunch for breakfast!  All kinds of pickeled , dried, fresh, stuff that you can add to your congee or noodles!<br&gt;<br&gt;Oh yeah, they have a dinner buffet nightly that has Lobster, large Crayfish, Crab Legs, Raw Ousters, Shrimp, with a large variety of other choices.  I find that Chili Crab is messy but I&amp;#39;ll use the sauce for my other seafood!<br&gt;<br&gt;Overall, high, consistent standards although pricey.  In Singapore you also need to visit the Hawker Centers, Food Courts, and the Quays to experience lunch and dinner!"
marriott-café-singapore-2,aJN3F3bS_ooe4rZx8rHmgA,"{'link': '/user_details?userid=aJN3F3bS_ooe4rZx8rHmgA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/qS06nG9o10ZnuIbJjQ-IBQ/180s.jpg 3.00x', 'markupDisplayName': 'Sid B.', 'displayLocation': 'Atlanta, GA', 'altText': 'Sid B.', 'userUrl': '/user_details?userid=aJN3F3bS_ooe4rZx8rHmgA', 'partnerAlias': None, 'friendCount': 98, 'photoCount': 24, 'reviewCount': 540, 'eliteYear': 2022}",5,11/5/2017,[],Sid B.,en,"Excellent dinner seafood buffet on Thursdays. Great tasting good quality selections of all sorts. <br&gt;<br&gt;Excellent breakfast buffet each day until 11 am including some lunch items (Chinese and indian). Omelets station, three dim sum daily, soups, desserts,  <br&gt;<br&gt;Service is extraordinary,  really helpful, and friendly. <br&gt;<br&gt;Best hotel food in a very long time. Truly 5star"
marriott-café-singapore-2,2F38Uc4UNNbFVdyUUnBjOA,"{'link': '/user_details?userid=2F38Uc4UNNbFVdyUUnBjOA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/nkcfSrM1m8BT40IKPO3Gvw/180s.jpg 3.00x', 'markupDisplayName': 'Doreen T.', 'displayLocation': 'Singapore, Singapore', 'altText': 'Doreen T.', 'userUrl': '/user_details?userid=2F38Uc4UNNbFVdyUUnBjOA', 'partnerAlias': None, 'friendCount': 91, 'photoCount': 6338, 'reviewCount': 688, 'eliteYear': 2022}",4,8/26/2015,[],Doreen T.,en,"To celebrate the Singapore Marriott Tang Plaza Hotel&amp;#39;s 20th Anniversary celebrations this year, Marriott Cafe has this $20++ high tea buffet promotion from from 4 May to 31 July. This promotion is limited to the first 20 reservations per day, so make sure you make your booking ASAP and at least 2-day reservation required. I am lucky to get a reservation for 5 persons during its weekend high tea buffet which usually costs $42++ per person. It is even cheaper than the usual credit card 1-for-1 promotions.<br&gt;<br&gt;Although reservation has been made long before, we are met with a long of people waiting before the buffet start. The local high tea buffet comes with an amazing line-up of more than 50 treats.<br&gt;<br&gt;There is wide variety of cooked food such as Satay, Nasi Lemak, Chicken Rice. There is also a variety of malay kueh. For dessert lovers, there is sliced cakes and pastries. Using your creative ideas to make your favourite Ice Kacang. The dessert of the day turns out to be Tau Suan (split green bean soup). There is also ice cream station with 5 different flavours available. One of the favourite station is the DIY salad station which has a variety of items and even items such as chai seeds. Great for those who are eating clean. There is live stations for laksa and crepe. You get to choose the items such as vegetables and noodles for the laksa and the chef will cook for you.  For the crepe station, one can get to choose the filling such as banana, chocolate and kaya. There is topping such as caramel chocolate bits, desiccated coconut, marshmallow and clotted cream. For those who prefer traditional English style of high tea, there is scones, served with clotted cream and jam. The scone is not bad except that it is a bit dry. <br&gt;<br&gt;There is a wide variety for the high tea buffet which comes with free flow of coffee and tea. But the time duration for the buffet is a bit limited as it is just for 2 hours from 3pm to 5pm. Overall food is not bad with wide variety such as cold seafood, smoked salmon, bak kut teh soup, rojak, salad, crepe, nacho, bread pudding and local kuehs."
marriott-café-singapore-2,ztl34LHHm0p41mb72s6NbA,"{'link': '/user_details?userid=ztl34LHHm0p41mb72s6NbA', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/15_qURvxBdXfPXbVDUE25g/180s.jpg 3.00x', 'markupDisplayName': 'Roger Q.', 'displayLocation': 'Los Altos, CA', 'altText': 'Roger Q.', 'userUrl': '/user_details?userid=ztl34LHHm0p41mb72s6NbA', 'partnerAlias': None, 'friendCount': 48, 'photoCount': 182, 'reviewCount': 207, 'eliteYear': None}",4,1/7/2016,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/7nbYnrRUq_hgZ01D-YalHA/300s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=M22CmxUpiYs7Lil5iyu4lA&amp;select=7nbYnrRUq_hgZ01D-YalHA', 'altText': 'Photo of Marriott Café - Singapore, Singapore. The outdoor bar and cafe.', 'width': 300, 'height': 300, 'caption': 'The outdoor bar and cafe.'}]",Roger Q.,en,Loved the breakfast buffet. It&amp;#39;s pricey if not included in your room rate. It has a wide variety of foods to satisfy any ethnicity or taste. Fantastic staff--not just in the cafe but in the whole Marriott. Great location.
marriott-café-singapore-2,cE1A9671gyEMN0KaXyOLCQ,"{'link': '/user_details?userid=cE1A9671gyEMN0KaXyOLCQ', 'src': 'https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/60s.jpg', 'srcSet': 'https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/ms.jpg 1.67x,https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/120s.jpg 2.00x,https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/90s.jpg 1.50x,https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/168s.jpg 2.80x,https://s3-media0.fl.yelpcdn.com/photo/FjFvzkVUMKu5B-PhJKq9xQ/180s.jpg 3.00x', 'markupDisplayName': 'Keikaikaoakua P.', 'displayLocation': 'Los Angeles, CA', 'altText': 'Keikaikaoakua P.', 'userUrl': '/user_details?userid=cE1A9671gyEMN0KaXyOLCQ', 'partnerAlias': None, 'friendCount': 12, 'photoCount': 205, 'reviewCount': 116, 'eliteYear': None}",1,11/6/2015,"[{'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/HaiM4p5m9BchlWfKt0qX9Q/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=BRBf4eU4VV9vgPWTe0jicA&amp;select=HaiM4p5m9BchlWfKt0qX9Q', 'altText': 'Photo of Marriott Café - Singapore, Singapore. top plate', 'width': 180, 'height': 180, 'caption': 'top plate'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/fP6_WX83j4W-0edg2SXx0w/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=BRBf4eU4VV9vgPWTe0jicA&amp;select=fP6_WX83j4W-0edg2SXx0w', 'altText': 'Photo of Marriott Café - Singapore, Singapore. middle plate', 'width': 180, 'height': 180, 'caption': 'middle plate'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/ChXMeWHpHibCj2CsYVwYpw/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=BRBf4eU4VV9vgPWTe0jicA&amp;select=ChXMeWHpHibCj2CsYVwYpw', 'altText': 'Photo of Marriott Café - Singapore, Singapore. bottom plate', 'width': 180, 'height': 180, 'caption': 'bottom plate'}, {'src': 'https://s3-media0.fl.yelpcdn.com/bphoto/VUdw5MHGcNhNYzS3FjLwLQ/180s.jpg', 'link': '/biz_photos/marriott-caf%C3%A9-singapore-2?reviewid=BRBf4eU4VV9vgPWTe0jicA&amp;select=VUdw5MHGcNhNYzS3FjLwLQ', 'altText': 'Photo of Marriott Café - Singapore, Singapore. high tea', 'width': 180, 'height': 180, 'caption': 'high tea'}]",Keikaikaoakua P.,en,"simple flair- nothing extraordinary stands out.<br&gt;has the basics- crustless,finger sandwiches (salmon, cucumber, n im guessing tuna), bland scone (orange zest would b nice). i did single diner n had my friend drink the beverage as she didnt want to eat but kept me company. the tip for that is, food isnt topped up (was ok, bc there isnt i would eat a 2nd portion of)<br&gt;sad to note- a strawberry jam jar was already opened n placed bk onto the dispener.<br&gt;would i do it again? no."
